Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8
,-0.001,0.006,-0.001,0.003,0.003,0.001,0.006
,0.001,0.004,0,0.001,0.002,-0.002,0.004
,0.002,0.001,0.001,-0.001,0.001,-0.004,0.001
,0.002,-0.003,0.001,-0.003,0,-0.003,-0.003
,0.002,-0.004,0.001,-0.005,0,0,-0.004
,0.001,-0.002,0,-0.005,0.001,0.004,-0.002
,0.001,0,-0.001,-0.005,0.001,0.006,0
,0,0.002,-0.001,-0.005,0.001,0.004,0.002
,0,0.003,0,-0.004,0.002,0,0.003
,0,0.003,0,-0.004,0.004,-0.004,0.003
,-0.001,0.002,0.001,-0.003,0.005,-0.006,0.002
,-0.002,0.001,0.002,-0.002,0.007,-0.005,0.001
,-0.002,0.002,0.002,-0.002,0.006,-0.003,0.002
,-0.002,0.002,0.002,-0.001,0.004,-0.001,0.002
,-0.002,0.001,0.001,-0.001,0,-0.001,0.001
,-0.002,-0.001,0,-0.001,-0.003,-0.001,-0.001
,-0.003,-0.004,0.001,-0.003,-0.004,-0.001,-0.004
,-0.004,-0.007,0.003,-0.004,-0.003,0,-0.007
,-0.004,-0.01,0.005,-0.005,0,0.001,-0.01
,-0.004,-0.011,0.005,-0.006,0.002,0.002,-0.011
,-0.002,-0.009,0.004,-0.006,0.002,0.001,-0.009
,0,-0.005,0.002,-0.004,0,0,-0.005
,0.001,-0.001,0,-0.003,-0.002,-0.001,-0.001
,0.002,0.002,-0.001,-0.001,-0.003,-0.002,0.002
,0.002,0.003,0,0.001,-0.002,-0.003,0.003
,0.002,0.003,0,0.002,0,-0.002,0.003
,0.002,0.002,-0.001,0.003,0.002,-0.001,0.002
,0.002,0,-0.004,0.003,0.003,0.002,0
,0.002,0,-0.006,0.003,0.002,0.004,0
,0.002,0.001,-0.007,0.001,0,0.006,0.001
,0.002,0.003,-0.006,0.001,-0.002,0.006,0.003
,0.002,0.004,-0.003,0.002,-0.002,0.004,0.004
,0.003,0.002,0.001,0.004,-0.002,0,0.002
,0.004,0,0.003,0.006,-0.001,-0.004,0
,0.003,-0.003,0.003,0.006,-0.001,-0.007,-0.003
,0.002,-0.004,0.001,0.005,-0.002,-0.008,-0.004
,0,-0.004,-0.001,0.002,-0.004,-0.006,-0.004
,-0.001,-0.003,-0.002,0,-0.006,-0.002,-0.003
,0,-0.003,-0.002,-0.001,-0.006,0.002,-0.003
,0.003,-0.003,-0.002,-0.001,-0.004,0.005,-0.003
,0.006,-0.003,-0.002,0,-0.001,0.006,-0.003
,0.006,-0.001,-0.002,0,0.002,0.005,-0.001
,0.004,0.003,-0.002,0,0.004,0.003,0.003
,0,0.006,-0.001,0.001,0.005,0.001,0.006
,-0.003,0.008,-0.001,0.003,0.004,-0.001,0.008
,-0.005,0.006,-0.001,0.005,0.003,-0.002,0.006
,-0.005,0.003,0,0.006,0.001,-0.002,0.003
,-0.003,-0.001,0,0.004,-0.001,-0.002,-0.001
,-0.001,-0.002,0.002,0.001,-0.003,-0.002,-0.002
,-0.001,-0.001,0.003,-0.002,-0.005,-0.001,-0.001
,-0.001,0.001,0.003,-0.004,-0.005,0,0.001
,-0.002,0.002,0.002,-0.003,-0.005,0.001,0.002
,-0.002,0.001,-0.001,0,-0.004,0.002,0.001
,-0.001,0,-0.003,0.002,-0.002,0.001,0
,0,-0.002,-0.004,0.002,0,-0.001,-0.002
,0.001,-0.002,-0.003,0.001,0.001,-0.003,-0.002
,0.001,-0.001,-0.002,0,0.001,-0.005,-0.001
,0.002,0,0,0,0.001,-0.005,0
,0.002,0.001,0.001,0.001,0,-0.004,0.001
,0.002,0.002,0.002,0.003,-0.001,-0.002,0.002
,0.001,0.002,0.003,0.003,-0.002,0.001,0.002
,-0.001,0.002,0.004,0.002,-0.001,0.003,0.002
,-0.003,0.002,0.004,0.001,0,0.004,0.002
,-0.005,0.002,0.004,0,0,0.003,0.002
,-0.005,0.001,0.003,0.001,-0.001,0.002,0.001
,-0.004,0,0.001,0.003,-0.002,0.001,0
,-0.003,-0.002,-0.001,0.003,-0.002,0,-0.002
,-0.002,-0.004,-0.003,0.001,-0.001,-0.001,-0.004
,-0.002,-0.005,-0.003,-0.002,0.002,-0.003,-0.005
,-0.002,-0.005,-0.003,-0.005,0.004,-0.005,-0.005
,0,-0.004,-0.002,-0.006,0.004,-0.005,-0.004
,0.002,-0.003,0.001,-0.005,0.003,-0.005,-0.003
,0.003,-0.002,0.003,-0.002,0,-0.004,-0.002
,0.003,-0.001,0.004,0.001,-0.003,-0.002,-0.001
,-0.001,0,0.003,0.001,-0.005,-0.001,0
,-0.005,0.001,0.001,0,-0.005,-0.001,0.001
,-0.008,0.002,-0.002,-0.002,-0.004,-0.001,0.002
,-0.008,0.003,-0.004,-0.002,-0.003,-0.002,0.003
,-0.005,0.004,-0.004,0,-0.002,-0.001,0.004
,0,0.003,-0.001,0.003,-0.002,0,0.003
,0.005,0.002,0.002,0.005,-0.002,0.003,0.002
,0.007,0.001,0.004,0.005,-0.002,0.004,0.001
,0.007,0.001,0.003,0.002,-0.001,0.004,0.001
,0.006,0.002,-0.002,-0.002,0,0.002,0.002
,0.004,0.002,-0.006,-0.005,0.001,0,0.002
,0.002,0.001,-0.007,-0.005,0.003,-0.002,0.001
,0.002,0,-0.005,-0.003,0.004,-0.003,0
,0.002,-0.003,0,0,0.006,-0.002,-0.003
,0.001,-0.005,0.004,0.001,0.007,0,-0.005
,0.001,-0.005,0.005,0.001,0.005,0.001,-0.005
,0.001,-0.004,0.003,-0.001,0.002,0,-0.004
,0.001,-0.002,0,-0.002,-0.001,-0.002,-0.002
,0.003,0,-0.003,-0.001,-0.003,-0.005,0
,0.004,0,-0.004,0.001,-0.003,-0.007,0
,0.005,0,-0.004,0.002,-0.001,-0.006,0
,0.004,0.001,-0.002,0.002,0,-0.002,0.001
,0.002,0.001,-0.001,-0.001,0.001,0.002,0.001
,0,0.003,-0.001,-0.003,0,0.005,0.003
,-0.002,0.003,-0.001,-0.003,-0.001,0.005,0.003
,-0.002,0.003,-0.001,-0.002,-0.002,0.002,0.003
,-0.002,0.002,-0.001,-0.001,-0.002,0,0.002
,-0.001,0.001,0,0,-0.001,-0.001,0.001
,-0.001,0,0.003,-0.002,0,0,0
,-0.002,-0.001,0.005,-0.003,0,0.001,-0.001
,-0.003,-0.001,0.007,-0.003,0.001,0.002,-0.001
,-0.003,-0.001,0.006,-0.001,0.003,0,-0.001
,-0.003,-0.002,0.003,0.002,0.005,-0.004,-0.002
,-0.002,-0.002,-0.001,0.004,0.006,-0.006,-0.002
,0,-0.002,-0.003,0.005,0.006,-0.006,-0.002
,0.001,0,-0.004,0.005,0.004,-0.005,0
,0.001,0.001,-0.002,0.003,0.001,-0.002,0.001
,0,0.001,0,0,-0.001,0.001,0.001
,0,0,0.001,-0.001,-0.001,0.003,0
,-0.001,0,0,-0.002,0.001,0.004,0
,-0.001,-0.001,-0.002,-0.001,0.003,0.004,-0.001
,-0.001,-0.001,-0.004,0.001,0.002,0.005,-0.001
,-0.002,0,-0.004,0.002,-0.001,0.004,0
,-0.003,0,-0.002,0.002,-0.004,0.003,0
,-0.004,0.001,0.001,0.001,-0.007,0.001,0.001
,-0.005,0.001,0.002,-0.002,-0.007,-0.001,0.001
,-0.006,0.003,0.002,-0.004,-0.004,-0.001,0.003
,-0.005,0.004,0,-0.006,-0.001,-0.001,0.004
,-0.004,0.003,-0.002,-0.006,0.002,0,0.003
,-0.002,0,-0.003,-0.005,0.003,0.001,0
,0,-0.003,-0.002,-0.003,0.002,0.002,-0.003
,0.001,-0.005,-0.001,0,0,0.002,-0.005
,0.001,-0.005,-0.001,0.002,-0.002,0.002,-0.005
,0,-0.003,-0.001,0.004,-0.003,0,-0.003
,-0.001,0,-0.002,0.005,-0.003,-0.002,0
,-0.002,0.003,-0.003,0.006,-0.003,-0.003,0.003
,-0.002,0.004,-0.004,0.006,-0.002,-0.005,0.004
,-0.001,0.004,-0.004,0.005,-0.001,-0.005,0.004
,0.001,0.003,-0.004,0.002,0,-0.004,0.003
,0.001,0.002,-0.004,-0.002,-0.001,-0.002,0.002
,0,0,-0.004,-0.005,-0.001,0,0
,-0.003,-0.001,-0.002,-0.006,-0.001,0.002,-0.001
,-0.005,-0.002,0,-0.006,-0.001,0.004,-0.002
,-0.005,-0.003,0.003,-0.004,-0.001,0.005,-0.003
,-0.003,-0.003,0.004,-0.002,0,0.005,-0.003
,0.001,-0.001,0.003,0,0.001,0.003,-0.001
,0.003,0.001,0,0,0.001,0.002,0.001
,0.003,0.002,-0.004,-0.001,0,-0.001,0.002
,0.002,0.003,-0.007,-0.002,-0.001,-0.003,0.003
,0,0.002,-0.008,-0.003,-0.002,-0.004,0.002
,0,0,-0.006,-0.003,-0.003,-0.005,0
,0,-0.003,-0.003,-0.003,-0.003,-0.005,-0.003
,0.002,-0.004,0,-0.003,-0.003,-0.004,-0.004
,0.003,-0.004,0.003,-0.003,-0.003,-0.004,-0.004
,0.003,-0.002,0.003,-0.001,-0.002,-0.005,-0.002
,0.003,-0.001,0.001,0.001,-0.002,-0.006,-0.001
,0.003,-0.001,-0.001,0.003,-0.002,-0.007,-0.001
,0.002,-0.002,-0.002,0.004,-0.001,-0.007,-0.002
,0.001,-0.004,-0.003,0.005,-0.002,-0.007,-0.004
,0,-0.006,-0.001,0.003,-0.002,-0.006,-0.006
,-0.001,-0.007,0.001,0.002,-0.001,-0.005,-0.007
,-0.001,-0.006,0.003,0,-0.001,-0.004,-0.006
,-0.001,-0.003,0.004,0,0,-0.002,-0.003
,0,0,0.005,-0.001,0.001,0,0
,0.001,0.003,0.004,-0.003,0.002,0.001,0.003
,0.002,0.004,0.002,-0.004,0.001,0.002,0.004
,0.003,0.005,-0.001,-0.005,-0.001,0.001,0.005
,0.003,0.003,-0.004,-0.006,-0.003,0,0.003
,0.003,0.001,-0.006,-0.004,-0.004,-0.002,0.001
,0.003,-0.002,-0.006,-0.003,-0.004,-0.001,-0.002
,0.003,-0.005,-0.004,-0.002,-0.002,0.001,-0.005
,0.005,-0.005,-0.001,-0.002,0.001,0.003,-0.005
,0.006,-0.003,0.003,-0.003,0.003,0.005,-0.003
,0.007,0.001,0.005,-0.002,0.003,0.006,0.001
,0.006,0.005,0.005,-0.001,0.002,0.003,0.005
,0.003,0.007,0.002,0.003,-0.001,-0.001,0.007
,-0.001,0.007,-0.001,0.006,-0.003,-0.004,0.007
,-0.005,0.004,-0.002,0.008,-0.004,-0.006,0.004
,-0.008,0,-0.001,0.008,-0.004,-0.004,0
,-0.008,-0.003,0.001,0.006,-0.003,-0.001,-0.003
,-0.006,-0.004,0.003,0.002,-0.001,0.002,-0.004
,-0.004,-0.003,0.003,-0.002,0,0.004,-0.003
,-0.001,-0.003,0.001,-0.004,0,0.004,-0.003
,0.001,-0.003,-0.002,-0.006,-0.003,0.003,-0.003
,0.001,-0.004,-0.002,-0.006,-0.006,0.002,-0.004
,0.001,-0.005,-0.001,-0.005,-0.008,0.001,-0.005
,-0.002,-0.005,0.003,-0.005,-0.008,0.002,-0.005
,-0.004,-0.005,0.007,-0.005,-0.007,0.002,-0.005
,-0.007,-0.004,0.009,-0.004,-0.003,0.001,-0.004
,-0.007,-0.003,0.01,-0.002,0,-0.001,-0.003
,-0.006,-0.002,0.008,0,0.002,-0.003,-0.002
,-0.003,-0.001,0.005,0.003,0.003,-0.004,-0.001
,-0.003,0.001,0.001,0.004,0.001,-0.004,0.001
,-0.004,0.002,-0.002,0.004,-0.002,-0.003,0.002
,-0.006,0.003,-0.004,0.002,-0.004,-0.002,0.003
,-0.008,0.002,-0.004,0,-0.006,-0.002,0.002
,-0.009,0.001,-0.003,-0.002,-0.006,-0.001,0.001
,-0.008,-0.001,-0.001,-0.004,-0.006,-0.001,-0.001
,-0.006,-0.002,0,-0.005,-0.005,-0.001,-0.002
,-0.003,-0.002,-0.001,-0.005,-0.004,-0.002,-0.002
,-0.001,-0.001,-0.002,-0.004,-0.004,-0.003,-0.001
,-0.001,0,-0.005,-0.004,-0.005,-0.003,0
,-0.001,0,-0.005,-0.004,-0.005,-0.003,0
,-0.001,-0.002,-0.005,-0.004,-0.003,-0.004,-0.002
,0,-0.005,-0.003,-0.003,-0.001,-0.005,-0.005
,0,-0.008,-0.002,-0.003,0.001,-0.007,-0.008
,0.001,-0.01,-0.002,-0.002,0.001,-0.008,-0.01
,0.001,-0.009,-0.003,-0.001,0,-0.007,-0.009
,0.001,-0.005,-0.005,0,-0.003,-0.003,-0.005
,0.002,0,-0.007,-0.001,-0.006,0.003,0
,0.002,0.004,-0.008,-0.002,-0.007,0.007,0.004
,0.002,0.005,-0.008,-0.003,-0.006,0.007,0.005
,0.001,0.004,-0.007,-0.004,-0.004,0.003,0.004
,-0.001,0.002,-0.006,-0.004,-0.002,-0.004,0.002
,-0.001,0,-0.005,-0.004,-0.001,-0.008,0
,-0.001,-0.002,-0.003,-0.004,-0.003,-0.01,-0.002
,0.002,-0.003,-0.002,-0.005,-0.005,-0.007,-0.003
,0.004,-0.004,-0.002,-0.006,-0.006,-0.004,-0.004
,0.004,-0.006,-0.003,-0.007,-0.005,-0.002,-0.006
,0.002,-0.007,-0.004,-0.007,-0.001,-0.001,-0.007
,-0.002,-0.008,-0.004,-0.007,0.003,-0.003,-0.008
,-0.004,-0.008,-0.003,-0.005,0.005,-0.004,-0.008
,-0.004,-0.007,-0.001,-0.003,0.005,-0.004,-0.007
,-0.001,-0.004,0.001,-0.002,0.003,-0.004,-0.004
,0.003,-0.001,0.002,-0.003,0.002,-0.003,-0.001
,0.006,0.001,0.002,-0.004,0.001,-0.003,0.001
,0.006,0.002,0,-0.004,0.001,-0.003,0.002
,0.004,0.001,-0.001,-0.003,0,-0.001,0.001
,0.003,0,-0.002,-0.001,-0.002,0.001,0
,0.003,-0.001,-0.001,0,-0.007,0.003,-0.001
,0.005,-0.001,0,-0.001,-0.013,0.004,-0.001
,0.007,0,0.001,-0.003,-0.018,0.003,0
,0.009,0.002,0.001,-0.006,-0.023,0.001,0.002
,0.01,0.004,0.001,-0.009,-0.027,-0.001,0.004
,0.007,0.004,0.001,-0.01,-0.033,-0.001,0.004
,0.002,0.002,0.002,-0.01,-0.041,0,0.002
,-0.004,0,0.003,-0.01,-0.051,0.002,0
,-0.01,-0.004,0.003,-0.012,-0.062,0.003,-0.004
,-0.015,-0.006,0.002,-0.017,-0.071,0.004,-0.006
,-0.019,-0.008,0.001,-0.022,-0.075,0.003,-0.008
,-0.021,-0.011,-0.001,-0.029,-0.076,0.001,-0.011
,-0.023,-0.015,-0.002,-0.035,-0.073,-0.002,-0.015
,-0.027,-0.02,-0.003,-0.041,-0.07,-0.006,-0.02
,-0.033,-0.026,-0.003,-0.046,-0.065,-0.009,-0.026
,-0.038,-0.031,-0.003,-0.051,-0.057,-0.012,-0.031
,-0.042,-0.036,-0.002,-0.054,-0.041,-0.013,-0.036
,-0.045,-0.038,-0.001,-0.056,-0.012,-0.014,-0.038
,-0.048,-0.038,-0.002,-0.054,0.029,-0.015,-0.038
,-0.051,-0.036,-0.003,-0.048,0.078,-0.016,-0.036
,-0.054,-0.032,-0.005,-0.036,0.126,-0.017,-0.032
,-0.056,-0.028,-0.006,-0.02,0.167,-0.017,-0.028
,-0.054,-0.021,-0.004,0,0.194,-0.015,-0.021
,-0.046,-0.011,0.002,0.021,0.206,-0.008,-0.011
,-0.029,0.005,0.01,0.044,0.205,0.004,0.005
,0,0.028,0.021,0.068,0.194,0.021,0.028
,0.042,0.059,0.033,0.096,0.183,0.043,0.059
,0.096,0.096,0.048,0.127,0.18,0.074,0.096
,0.16,0.136,0.066,0.162,0.193,0.114,0.136
,0.226,0.176,0.088,0.2,0.228,0.162,0.176
,0.288,0.211,0.114,0.237,0.286,0.216,0.211
,0.34,0.238,0.144,0.269,0.363,0.27,0.238
,0.377,0.256,0.173,0.292,0.446,0.317,0.256
,0.4,0.267,0.195,0.306,0.515,0.35,0.267
,0.409,0.27,0.204,0.306,0.548,0.362,0.27
,0.405,0.267,0.196,0.292,0.524,0.35,0.267
,0.388,0.258,0.172,0.261,0.432,0.312,0.258
,0.353,0.24,0.139,0.209,0.281,0.252,0.24
,0.296,0.212,0.104,0.133,0.1,0.175,0.212
,0.214,0.172,0.075,0.032,-0.073,0.086,0.172
,0.108,0.124,0.056,-0.088,-0.208,-0.012,0.124
,-0.014,0.069,0.045,-0.215,-0.304,-0.113,0.069
,-0.14,0.013,0.038,-0.333,-0.384,-0.213,0.013
,-0.258,-0.044,0.029,-0.421,-0.478,-0.306,-0.044
,-0.358,-0.101,0.016,-0.467,-0.598,-0.384,-0.101
,-0.433,-0.159,-0.001,-0.468,-0.728,-0.439,-0.159
,-0.48,-0.213,-0.021,-0.435,-0.828,-0.468,-0.213
,-0.496,-0.258,-0.044,-0.384,-0.861,-0.472,-0.258
,-0.484,-0.289,-0.073,-0.331,-0.804,-0.457,-0.289
,-0.451,-0.307,-0.111,-0.285,-0.658,-0.432,-0.307
,-0.416,-0.32,-0.159,-0.243,-0.453,-0.401,-0.32
,-0.394,-0.339,-0.214,-0.202,-0.233,-0.366,-0.339
,-0.395,-0.367,-0.269,-0.157,-0.045,-0.324,-0.367
,-0.413,-0.398,-0.314,-0.11,0.076,-0.271,-0.398
,-0.43,-0.416,-0.34,-0.064,0.122,-0.21,-0.416
,-0.423,-0.408,-0.342,-0.022,0.114,-0.146,-0.408
,-0.382,-0.368,-0.321,0.017,0.089,-0.089,-0.368
,-0.311,-0.303,-0.281,0.057,0.082,-0.046,-0.303
,-0.222,-0.225,-0.23,0.104,0.104,-0.015,-0.225
,-0.128,-0.142,-0.174,0.16,0.141,0.006,-0.142
,-0.039,-0.061,-0.118,0.216,0.161,0.024,-0.061
,0.04,0.012,-0.065,0.261,0.138,0.042,0.012
,0.105,0.069,-0.016,0.279,0.065,0.061,0.069
,0.147,0.101,0.025,0.264,-0.04,0.078,0.101
,0.163,0.105,0.055,0.22,-0.142,0.09,0.105
,0.153,0.089,0.071,0.161,-0.211,0.1,0.089
,0.128,0.065,0.072,0.105,-0.23,0.11,0.065
,0.102,0.049,0.063,0.064,-0.204,0.122,0.049
,0.086,0.044,0.052,0.039,-0.148,0.137,0.044
,0.081,0.042,0.043,0.02,-0.085,0.153,0.042
,0.077,0.032,0.039,-0.006,-0.03,0.165,0.032
,0.065,0.008,0.039,-0.045,0.012,0.169,0.008
,0.042,-0.027,0.039,-0.094,0.044,0.162,-0.027
,0.011,-0.06,0.035,-0.139,0.074,0.144,-0.06
,-0.014,-0.077,0.024,-0.167,0.105,0.117,-0.077
,-0.023,-0.072,0.01,-0.169,0.138,0.087,-0.072
,-0.013,-0.049,-0.005,-0.146,0.166,0.058,-0.049
,0.014,-0.017,-0.016,-0.107,0.184,0.036,-0.017
,0.051,0.014,-0.021,-0.065,0.189,0.023,0.014
,0.091,0.039,-0.023,-0.027,0.183,0.017,0.039
,0.129,0.061,-0.023,0.003,0.171,0.015,0.061
,0.161,0.082,-0.023,0.027,0.159,0.015,0.082
,0.186,0.106,-0.024,0.048,0.15,0.014,0.106
,0.204,0.131,-0.025,0.066,0.143,0.013,0.131
,0.216,0.152,-0.022,0.081,0.137,0.015,0.152
,0.221,0.164,-0.015,0.093,0.13,0.023,0.164
,0.222,0.164,-0.004,0.1,0.12,0.037,0.164
,0.218,0.155,0.01,0.104,0.109,0.055,0.155
,0.211,0.143,0.025,0.107,0.098,0.073,0.143
,0.199,0.132,0.04,0.11,0.089,0.089,0.132
,0.183,0.126,0.055,0.113,0.081,0.1,0.126
,0.165,0.123,0.07,0.113,0.072,0.106,0.123
,0.147,0.12,0.082,0.109,0.063,0.109,0.12
,0.13,0.115,0.09,0.102,0.054,0.11,0.115
,0.116,0.105,0.096,0.091,0.048,0.108,0.105
,0.103,0.094,0.099,0.079,0.043,0.102,0.094
,0.091,0.083,0.101,0.067,0.04,0.094,0.083
,0.079,0.073,0.103,0.057,0.035,0.083,0.073
,0.067,0.064,0.102,0.049,0.026,0.071,0.064
,0.055,0.054,0.098,0.043,0.014,0.06,0.054
,0.044,0.044,0.091,0.037,0.001,0.051,0.044
,0.033,0.035,0.08,0.032,-0.008,0.043,0.035
,0.024,0.028,0.069,0.026,-0.011,0.035,0.028
,0.015,0.024,0.059,0.019,-0.009,0.025,0.024
,0.007,0.023,0.051,0.013,-0.005,0.016,0.023
,-0.001,0.023,0.043,0.008,-0.004,0.007,0.023
,-0.009,0.021,0.034,0.005,-0.007,0,0.021
,-0.016,0.016,0.026,0.002,-0.013,-0.007,0.016
,-0.023,0.007,0.019,-0.002,-0.02,-0.013,0.007
,-0.029,-0.003,0.012,-0.006,-0.025,-0.021,-0.003
,-0.035,-0.011,0.006,-0.011,-0.027,-0.03,-0.011
,-0.038,-0.013,0,-0.014,-0.027,-0.038,-0.013
,-0.039,-0.012,-0.007,-0.016,-0.027,-0.044,-0.012
,-0.039,-0.009,-0.015,-0.015,-0.028,-0.046,-0.009
,-0.039,-0.009,-0.021,-0.013,-0.03,-0.046,-0.009
,-0.04,-0.012,-0.025,-0.011,-0.033,-0.045,-0.012
,-0.044,-0.017,-0.026,-0.008,-0.035,-0.044,-0.017
,-0.048,-0.022,-0.025,-0.006,-0.036,-0.045,-0.022
,-0.053,-0.025,-0.022,-0.007,-0.035,-0.045,-0.025
,-0.056,-0.026,-0.021,-0.009,-0.032,-0.044,-0.026
,-0.057,-0.026,-0.022,-0.013,-0.029,-0.042,-0.026
,-0.056,-0.026,-0.024,-0.017,-0.026,-0.038,-0.026
,-0.054,-0.026,-0.027,-0.018,-0.024,-0.033,-0.026
,-0.052,-0.025,-0.028,-0.018,-0.024,-0.03,-0.025
,-0.049,-0.021,-0.027,-0.016,-0.024,-0.029,-0.021
,-0.046,-0.016,-0.026,-0.015,-0.023,-0.031,-0.016
,-0.043,-0.012,-0.025,-0.014,-0.021,-0.033,-0.012
,-0.039,-0.009,-0.025,-0.014,-0.018,-0.034,-0.009
,-0.035,-0.008,-0.025,-0.015,-0.014,-0.033,-0.008
,-0.032,-0.009,-0.024,-0.016,-0.011,-0.029,-0.009
,-0.03,-0.011,-0.022,-0.017,-0.01,-0.024,-0.011
,-0.029,-0.011,-0.018,-0.018,-0.012,-0.019,-0.011
,-0.028,-0.011,-0.015,-0.019,-0.016,-0.018,-0.011
,-0.027,-0.011,-0.013,-0.018,-0.019,-0.019,-0.011
,-0.025,-0.011,-0.013,-0.017,-0.02,-0.021,-0.011
,-0.022,-0.011,-0.013,-0.015,-0.018,-0.024,-0.011
,-0.019,-0.01,-0.013,-0.013,-0.013,-0.025,-0.01
,-0.015,-0.009,-0.012,-0.013,-0.008,-0.024,-0.009
,-0.012,-0.007,-0.01,-0.015,-0.006,-0.023,-0.007
,-0.011,-0.006,-0.007,-0.017,-0.007,-0.02,-0.006
,-0.011,-0.007,-0.006,-0.02,-0.012,-0.018,-0.007
,-0.012,-0.009,-0.006,-0.021,-0.017,-0.015,-0.009
,-0.014,-0.011,-0.006,-0.021,-0.019,-0.011,-0.011
,-0.015,-0.013,-0.006,-0.02,-0.019,-0.009,-0.013
,-0.015,-0.014,-0.005,-0.02,-0.015,-0.008,-0.014
,-0.013,-0.014,-0.004,-0.02,-0.01,-0.007,-0.014
,-0.009,-0.014,-0.003,-0.022,-0.006,-0.008,-0.014
,-0.006,-0.014,-0.003,-0.022,-0.004,-0.008,-0.014
,-0.005,-0.013,-0.004,-0.021,-0.002,-0.009,-0.013
,-0.007,-0.013,-0.006,-0.019,-0.001,-0.009,-0.013
,-0.011,-0.014,-0.008,-0.017,0,-0.01,-0.014
,-0.015,-0.015,-0.009,-0.014,0,-0.011,-0.015
,-0.016,-0.016,-0.008,-0.012,-0.002,-0.01,-0.016
,-0.014,-0.017,-0.006,-0.009,-0.004,-0.009,-0.017
,-0.009,-0.015,-0.004,-0.005,-0.005,-0.006,-0.015
,-0.003,-0.012,-0.003,-0.002,-0.006,-0.003,-0.012
,0,-0.007,-0.003,0,-0.005,-0.001,-0.007
,0.001,-0.003,-0.003,-0.001,-0.004,0,-0.003
,-0.001,-0.002,-0.002,-0.002,-0.004,0.001,-0.002
,-0.005,-0.005,0.001,-0.004,-0.004,0.004,-0.005
,-0.007,-0.009,0.004,-0.003,-0.004,0.008,-0.009
,-0.007,-0.012,0.007,0,-0.004,0.013,-0.012
,-0.005,-0.013,0.007,0.004,-0.002,0.016,-0.013
,-0.002,-0.01,0.006,0.008,0.002,0.016,-0.01
,-0.001,-0.006,0.005,0.01,0.006,0.015,-0.006
,-0.002,-0.004,0.005,0.011,0.009,0.013,-0.004
,-0.005,-0.003,0.006,0.01,0.012,0.013,-0.003
,-0.008,-0.004,0.008,0.01,0.013,0.015,-0.004
,-0.009,-0.006,0.009,0.009,0.012,0.017,-0.006
,-0.007,-0.006,0.008,0.007,0.01,0.018,-0.006
,-0.002,-0.005,0.005,0.006,0.008,0.016,-0.005
,0.003,-0.003,0.001,0.004,0.007,0.012,-0.003
,0.005,-0.001,-0.001,0.002,0.008,0.008,-0.001
,0.006,0.001,-0.001,0.001,0.01,0.004,0.001
,0.005,0.002,0.001,-0.001,0.012,0.003,0.002
,0.005,0.003,0.003,-0.002,0.012,0.004,0.003
,0.006,0.005,0.005,-0.004,0.01,0.005,0.005
,0.008,0.007,0.005,-0.007,0.008,0.005,0.007
,0.01,0.008,0.003,-0.009,0.005,0.005,0.008
,0.011,0.008,0.002,-0.011,0.004,0.003,0.008
,0.01,0.005,0.001,-0.013,0.004,0.002,0.005
,0.008,0.001,0.001,-0.016,0.004,0.001,0.001
,0.006,-0.004,0.002,-0.02,0.004,0,-0.004
,0.005,-0.006,0.002,-0.022,0.004,-0.001,-0.006
,0.005,-0.006,0,-0.022,0.003,-0.002,-0.006
,0.006,-0.004,-0.002,-0.02,0.002,-0.003,-0.004
,0.007,-0.001,-0.005,-0.015,0.001,-0.004,-0.001
,0.008,0.001,-0.007,-0.011,0.002,-0.004,0.001
,0.008,0,-0.007,-0.008,0.002,-0.004,0
,0.006,-0.002,-0.006,-0.008,0.002,-0.005,-0.002
,0.004,-0.004,-0.004,-0.009,0.002,-0.007,-0.004
,0.001,-0.006,-0.004,-0.009,0,-0.008,-0.006
,-0.003,-0.005,-0.004,-0.009,-0.003,-0.008,-0.005
,-0.006,-0.003,-0.006,-0.008,-0.006,-0.007,-0.003
,-0.009,-0.001,-0.006,-0.007,-0.009,-0.004,-0.001
,-0.009,0,-0.006,-0.006,-0.012,-0.002,0
,-0.008,0,-0.004,-0.005,-0.013,0.001,0
,-0.006,-0.002,-0.001,-0.006,-0.013,0.003,-0.002
,-0.004,-0.005,0,-0.008,-0.011,0.004,-0.005
,-0.004,-0.007,-0.001,-0.011,-0.008,0.004,-0.007
,-0.004,-0.009,-0.002,-0.013,-0.004,0.004,-0.009
,-0.004,-0.01,-0.003,-0.013,-0.001,0.005,-0.01
,-0.003,-0.011,-0.002,-0.009,0.001,0.006,-0.011
,0,-0.011,0,-0.004,0.002,0.008,-0.011
,0.003,-0.011,0.003,0.001,0.003,0.01,-0.011
,0.005,-0.01,0.005,0.004,0.002,0.011,-0.01
,0.006,-0.008,0.006,0.003,0.002,0.01,-0.008
,0.005,-0.007,0.005,0.001,0.001,0.008,-0.007
,0.002,-0.005,0.004,-0.001,0.002,0.007,-0.005
,0,-0.004,0.003,-0.001,0.003,0.005,-0.004
,-0.002,-0.003,0.003,0.002,0.004,0.005,-0.003
,-0.003,-0.002,0.003,0.006,0.005,0.005,-0.002
,-0.005,-0.001,0.003,0.009,0.004,0.006,-0.001
,-0.007,0,0.003,0.008,0.003,0.006,0
,-0.008,0.002,0.002,0.005,0.001,0.007,0.002
,-0.007,0.003,0.002,0.002,0,0.008,0.003
