Var1,Var2,Var3,Var4,Var5
rov trace:,NaN,NaN,NaN,NaN
,-0.008,-0.05,-0.101,-0.099
,-0.008,-0.051,-0.103,-0.099
,-0.008,-0.052,-0.105,-0.098
,-0.008,-0.053,-0.107,-0.097
,-0.008,-0.053,-0.108,-0.097
,-0.009,-0.054,-0.11,-0.096
,-0.009,-0.055,-0.111,-0.096
,-0.01,-0.055,-0.112,-0.095
,-0.01,-0.056,-0.113,-0.095
,-0.011,-0.056,-0.114,-0.095
,-0.012,-0.056,-0.115,-0.095
,-0.013,-0.056,-0.115,-0.095
,-0.013,-0.056,-0.115,-0.095
,-0.014,-0.056,-0.115,-0.095
,-0.015,-0.055,-0.114,-0.095
,-0.016,-0.055,-0.114,-0.096
,-0.016,-0.054,-0.113,-0.096
,-0.017,-0.053,-0.112,-0.096
,-0.017,-0.052,-0.11,-0.097
,-0.018,-0.051,-0.109,-0.098
,-0.018,-0.051,-0.108,-0.098
,-0.018,-0.05,-0.106,-0.099
,-0.018,-0.049,-0.104,-0.1
,-0.017,-0.048,-0.103,-0.1
,-0.017,-0.047,-0.101,-0.101
,-0.017,-0.047,-0.099,-0.102
,-0.016,-0.046,-0.097,-0.103
,-0.015,-0.046,-0.096,-0.103
,-0.014,-0.045,-0.094,-0.104
,-0.013,-0.045,-0.093,-0.105
,-0.013,-0.045,-0.091,-0.105
,-0.012,-0.045,-0.09,-0.106
,-0.01,-0.045,-0.088,-0.106
,-0.009,-0.045,-0.087,-0.107
,-0.008,-0.045,-0.086,-0.107
,-0.007,-0.045,-0.085,-0.107
,-0.007,-0.046,-0.084,-0.108
,-0.006,-0.046,-0.083,-0.108
,-0.005,-0.046,-0.083,-0.108
,-0.004,-0.047,-0.082,-0.108
,-0.004,-0.047,-0.081,-0.108
,-0.004,-0.047,-0.081,-0.108
,-0.003,-0.047,-0.08,-0.108
,-0.003,-0.047,-0.08,-0.108
,-0.003,-0.047,-0.08,-0.108
,-0.003,-0.046,-0.079,-0.108
,-0.004,-0.046,-0.079,-0.108
,-0.004,-0.045,-0.078,-0.108
,-0.004,-0.045,-0.078,-0.107
,-0.005,-0.044,-0.077,-0.107
,-0.006,-0.043,-0.077,-0.107
,-0.006,-0.042,-0.076,-0.107
,-0.007,-0.041,-0.076,-0.107
,-0.008,-0.04,-0.075,-0.107
,-0.009,-0.038,-0.074,-0.107
,-0.01,-0.037,-0.073,-0.107
,-0.011,-0.036,-0.073,-0.107
,-0.012,-0.034,-0.072,-0.107
,-0.013,-0.033,-0.071,-0.107
,-0.014,-0.032,-0.07,-0.107
,-0.015,-0.031,-0.069,-0.107
,-0.016,-0.029,-0.067,-0.108
,-0.017,-0.028,-0.066,-0.108
,-0.018,-0.027,-0.065,-0.108
,-0.019,-0.027,-0.065,-0.109
,-0.019,-0.026,-0.064,-0.109
,-0.02,-0.025,-0.063,-0.109
,-0.021,-0.025,-0.062,-0.11
,-0.022,-0.024,-0.061,-0.11
,-0.023,-0.024,-0.061,-0.111
,-0.024,-0.024,-0.061,-0.111
,-0.025,-0.024,-0.06,-0.111
,-0.025,-0.024,-0.06,-0.112
,-0.026,-0.025,-0.06,-0.112
,-0.027,-0.025,-0.061,-0.112
,-0.028,-0.025,-0.061,-0.112
,-0.028,-0.026,-0.061,-0.113
,-0.029,-0.027,-0.062,-0.113
,-0.03,-0.027,-0.063,-0.113
,-0.03,-0.028,-0.063,-0.113
,-0.031,-0.029,-0.064,-0.113
,-0.032,-0.03,-0.065,-0.113
,-0.032,-0.031,-0.066,-0.113
,-0.033,-0.032,-0.066,-0.113
,-0.034,-0.033,-0.067,-0.113
,-0.034,-0.034,-0.068,-0.113
,-0.035,-0.035,-0.068,-0.113
,-0.035,-0.036,-0.069,-0.113
,-0.036,-0.037,-0.069,-0.114
,-0.037,-0.038,-0.069,-0.114
,-0.037,-0.038,-0.069,-0.114
,-0.038,-0.039,-0.069,-0.114
,-0.039,-0.04,-0.069,-0.114
,-0.039,-0.04,-0.068,-0.114
,-0.04,-0.04,-0.068,-0.115
,-0.041,-0.04,-0.067,-0.115
,-0.042,-0.04,-0.066,-0.115
,-0.043,-0.04,-0.065,-0.115
,-0.044,-0.04,-0.063,-0.116
,-0.045,-0.04,-0.062,-0.116
,-0.046,-0.04,-0.061,-0.116
,-0.047,-0.039,-0.059,-0.117
,-0.048,-0.039,-0.058,-0.117
,-0.049,-0.038,-0.056,-0.117
,-0.049,-0.038,-0.055,-0.117
,-0.05,-0.037,-0.053,-0.118
,-0.051,-0.037,-0.052,-0.118
,-0.052,-0.036,-0.051,-0.118
,-0.053,-0.035,-0.05,-0.118
,-0.053,-0.035,-0.049,-0.118
,-0.054,-0.034,-0.048,-0.118
,-0.054,-0.033,-0.047,-0.118
,-0.054,-0.033,-0.046,-0.118
,-0.055,-0.032,-0.046,-0.118
,-0.055,-0.032,-0.045,-0.118
,-0.055,-0.031,-0.045,-0.118
,-0.055,-0.03,-0.045,-0.117
,-0.054,-0.03,-0.045,-0.117
,-0.054,-0.029,-0.045,-0.117
,-0.054,-0.029,-0.045,-0.117
,-0.054,-0.028,-0.046,-0.117
,-0.053,-0.028,-0.046,-0.116
,-0.053,-0.027,-0.047,-0.116
,-0.053,-0.027,-0.047,-0.116
,-0.053,-0.026,-0.048,-0.116
,-0.053,-0.026,-0.049,-0.115
,-0.053,-0.026,-0.049,-0.115
,-0.053,-0.025,-0.05,-0.115
,-0.053,-0.025,-0.051,-0.115
,-0.054,-0.025,-0.052,-0.115
,-0.054,-0.025,-0.053,-0.115
,-0.055,-0.025,-0.054,-0.115
,-0.056,-0.025,-0.055,-0.115
,-0.056,-0.026,-0.056,-0.115
,-0.058,-0.026,-0.057,-0.115
,-0.059,-0.026,-0.058,-0.115
,-0.06,-0.027,-0.059,-0.115
,-0.061,-0.027,-0.06,-0.115
,-0.063,-0.028,-0.06,-0.116
,-0.064,-0.028,-0.061,-0.116
,-0.066,-0.029,-0.062,-0.116
,-0.068,-0.029,-0.062,-0.116
,-0.069,-0.03,-0.062,-0.116
,-0.071,-0.03,-0.063,-0.116
,-0.072,-0.031,-0.063,-0.116
,-0.074,-0.031,-0.063,-0.116
,-0.075,-0.031,-0.062,-0.116
,-0.076,-0.032,-0.062,-0.115
,-0.078,-0.032,-0.062,-0.115
,-0.079,-0.032,-0.061,-0.114
,-0.08,-0.032,-0.06,-0.114
,-0.081,-0.031,-0.06,-0.113
,-0.081,-0.031,-0.059,-0.112
,-0.082,-0.031,-0.058,-0.112
,-0.083,-0.03,-0.057,-0.111
,-0.083,-0.03,-0.056,-0.11
,-0.083,-0.029,-0.055,-0.109
,-0.083,-0.029,-0.054,-0.109
,-0.084,-0.028,-0.053,-0.108
,-0.084,-0.027,-0.053,-0.107
,-0.084,-0.027,-0.052,-0.106
,-0.083,-0.026,-0.051,-0.106
,-0.083,-0.026,-0.051,-0.105
,-0.083,-0.026,-0.051,-0.105
,-0.083,-0.025,-0.051,-0.104
,-0.083,-0.025,-0.051,-0.104
,-0.083,-0.025,-0.051,-0.104
,-0.082,-0.025,-0.052,-0.104
,-0.082,-0.025,-0.052,-0.104
,-0.082,-0.025,-0.053,-0.105
,-0.082,-0.026,-0.054,-0.105
,-0.082,-0.026,-0.055,-0.106
,-0.082,-0.026,-0.057,-0.106
,-0.082,-0.027,-0.058,-0.107
,-0.082,-0.027,-0.059,-0.107
,-0.082,-0.027,-0.061,-0.108
,-0.082,-0.027,-0.062,-0.109
,-0.082,-0.028,-0.064,-0.109
,-0.082,-0.028,-0.066,-0.11
,-0.083,-0.028,-0.067,-0.11
,-0.083,-0.028,-0.068,-0.111
,-0.083,-0.027,-0.07,-0.111
,-0.083,-0.027,-0.071,-0.111
,-0.083,-0.027,-0.072,-0.112
,-0.083,-0.026,-0.073,-0.111
,-0.083,-0.025,-0.073,-0.111
,-0.083,-0.024,-0.074,-0.111
,-0.083,-0.024,-0.074,-0.11
,-0.083,-0.022,-0.074,-0.109
,-0.083,-0.021,-0.073,-0.109
,-0.083,-0.02,-0.073,-0.107
,-0.083,-0.019,-0.072,-0.106
,-0.083,-0.018,-0.071,-0.105
,-0.082,-0.016,-0.069,-0.103
,-0.082,-0.015,-0.068,-0.102
,-0.082,-0.014,-0.066,-0.1
,-0.082,-0.013,-0.065,-0.099
,-0.082,-0.011,-0.063,-0.097
,-0.081,-0.01,-0.061,-0.095
,-0.081,-0.009,-0.059,-0.093
,-0.081,-0.009,-0.057,-0.092
,-0.081,-0.008,-0.054,-0.09
,-0.081,-0.007,-0.052,-0.089
,-0.081,-0.006,-0.05,-0.087
,-0.082,-0.006,-0.048,-0.086
,-0.082,-0.005,-0.047,-0.085
,-0.082,-0.005,-0.045,-0.084
,-0.082,-0.004,-0.043,-0.083
,-0.083,-0.004,-0.042,-0.082
,-0.083,-0.004,-0.041,-0.081
,-0.084,-0.003,-0.04,-0.081
,-0.084,-0.003,-0.039,-0.08
,-0.085,-0.003,-0.038,-0.08
,-0.085,-0.003,-0.038,-0.08
,-0.086,-0.002,-0.038,-0.08
,-0.086,-0.002,-0.038,-0.08
,-0.087,-0.001,-0.038,-0.08
,-0.087,-0.001,-0.038,-0.08
,-0.087,-0.001,-0.038,-0.08
,-0.088,0,-0.039,-0.08
,-0.088,0,-0.039,-0.08
,-0.088,0.001,-0.04,-0.081
,-0.088,0.002,-0.041,-0.081
,-0.088,0.002,-0.041,-0.081
,-0.088,0.003,-0.042,-0.081
,-0.087,0.004,-0.043,-0.081
,-0.087,0.004,-0.044,-0.081
,-0.086,0.005,-0.045,-0.081
,-0.086,0.006,-0.045,-0.08
,-0.085,0.007,-0.046,-0.08
,-0.084,0.007,-0.047,-0.079
,-0.083,0.008,-0.047,-0.079
,-0.082,0.009,-0.048,-0.078
,-0.081,0.009,-0.048,-0.078
,-0.08,0.01,-0.049,-0.077
,-0.079,0.011,-0.049,-0.076
,-0.077,0.012,-0.049,-0.075
,-0.076,0.012,-0.049,-0.074
,-0.075,0.013,-0.048,-0.073
,-0.074,0.014,-0.048,-0.072
,-0.072,0.014,-0.047,-0.07
,-0.071,0.015,-0.046,-0.069
,-0.07,0.016,-0.045,-0.068
,-0.069,0.017,-0.044,-0.066
,-0.067,0.017,-0.042,-0.065
,-0.066,0.018,-0.041,-0.064
,-0.065,0.019,-0.039,-0.062
,-0.064,0.02,-0.037,-0.061
,-0.063,0.021,-0.035,-0.059
,-0.062,0.022,-0.033,-0.058
,-0.061,0.022,-0.031,-0.056
,-0.06,0.023,-0.029,-0.055
,-0.059,0.024,-0.027,-0.053
,-0.058,0.025,-0.025,-0.052
,-0.057,0.026,-0.023,-0.051
,-0.056,0.027,-0.02,-0.049
,-0.056,0.028,-0.018,-0.048
,-0.055,0.029,-0.016,-0.047
,-0.054,0.031,-0.014,-0.046
,-0.053,0.032,-0.013,-0.045
,-0.053,0.033,-0.011,-0.044
,-0.052,0.034,-0.009,-0.043
,-0.051,0.036,-0.008,-0.042
,-0.05,0.037,-0.006,-0.041
,-0.05,0.039,-0.005,-0.04
,-0.049,0.04,-0.004,-0.039
,-0.048,0.042,-0.003,-0.038
,-0.047,0.044,-0.002,-0.038
,-0.047,0.045,-0.001,-0.037
,-0.046,0.047,0,-0.036
,-0.045,0.049,0,-0.035
,-0.045,0.051,0.001,-0.035
,-0.044,0.052,0.001,-0.034
,-0.043,0.054,0.002,-0.033
,-0.042,0.056,0.002,-0.032
,-0.042,0.058,0.003,-0.031
,-0.041,0.06,0.003,-0.03
,-0.04,0.061,0.004,-0.029
,-0.04,0.063,0.004,-0.028
,-0.039,0.065,0.005,-0.027
,-0.038,0.066,0.005,-0.025
,-0.037,0.067,0.006,-0.024
,-0.037,0.068,0.006,-0.022
,-0.036,0.07,0.007,-0.021
,-0.035,0.07,0.008,-0.019
,-0.035,0.071,0.008,-0.017
,-0.034,0.072,0.009,-0.015
,-0.033,0.072,0.009,-0.013
,-0.032,0.072,0.009,-0.011
,-0.032,0.072,0.01,-0.009
,-0.031,0.072,0.01,-0.007
,-0.031,0.072,0.01,-0.005
,-0.03,0.072,0.011,-0.002
,-0.029,0.071,0.011,0
,-0.029,0.07,0.011,0.002
,-0.028,0.07,0.011,0.004
,-0.028,0.069,0.011,0.007
,-0.027,0.068,0.011,0.009
,-0.027,0.067,0.011,0.011
,-0.027,0.066,0.011,0.013
,-0.026,0.066,0.011,0.015
,-0.026,0.065,0.011,0.017
,-0.026,0.064,0.011,0.018
,-0.026,0.063,0.011,0.02
,-0.026,0.063,0.011,0.021
,-0.025,0.062,0.011,0.023
,-0.025,0.062,0.011,0.024
,-0.025,0.062,0.011,0.025
,-0.025,0.062,0.011,0.026
,-0.025,0.062,0.012,0.027
,-0.025,0.062,0.012,0.028
,-0.025,0.062,0.013,0.029
,-0.025,0.063,0.013,0.029
,-0.025,0.063,0.014,0.03
,-0.025,0.064,0.014,0.03
,-0.025,0.065,0.015,0.031
,-0.025,0.066,0.016,0.031
,-0.025,0.067,0.016,0.031
,-0.025,0.067,0.017,0.031
,-0.025,0.068,0.018,0.032
,-0.025,0.069,0.018,0.032
,-0.025,0.07,0.019,0.032
,-0.025,0.071,0.019,0.032
,-0.025,0.072,0.02,0.032
,-0.025,0.072,0.02,0.032
,-0.025,0.073,0.02,0.032
,-0.025,0.073,0.02,0.032
,-0.025,0.074,0.02,0.032
,-0.025,0.074,0.019,0.032
,-0.025,0.074,0.019,0.032
,-0.025,0.074,0.019,0.032
,-0.025,0.074,0.018,0.032
,-0.025,0.074,0.018,0.032
,-0.025,0.073,0.017,0.032
,-0.026,0.073,0.016,0.032
,-0.026,0.072,0.016,0.032
,-0.026,0.071,0.015,0.032
,-0.026,0.071,0.014,0.032
,-0.026,0.07,0.014,0.031
,-0.027,0.069,0.013,0.031
,-0.027,0.068,0.012,0.031
,-0.027,0.067,0.012,0.031
,-0.028,0.067,0.011,0.031
,-0.028,0.066,0.011,0.03
,-0.029,0.065,0.01,0.03
,-0.029,0.064,0.01,0.03
,-0.03,0.063,0.009,0.03
,-0.03,0.063,0.009,0.03
,-0.031,0.062,0.009,0.03
,-0.032,0.062,0.008,0.03
,-0.032,0.061,0.008,0.03
,-0.033,0.061,0.008,0.031
,-0.034,0.06,0.007,0.031
,-0.034,0.06,0.007,0.031
,-0.035,0.06,0.007,0.031
,-0.036,0.06,0.006,0.032
,-0.037,0.059,0.006,0.032
,-0.037,0.059,0.006,0.033
,-0.038,0.059,0.005,0.033
,-0.039,0.059,0.005,0.034
,-0.039,0.059,0.004,0.034
,-0.04,0.059,0.004,0.035
,-0.041,0.059,0.003,0.036
,-0.042,0.059,0.003,0.036
,-0.042,0.059,0.002,0.037
,-0.043,0.059,0.002,0.037
,-0.044,0.058,0.001,0.038
,-0.044,0.058,0.001,0.038
,-0.045,0.058,0.001,0.039
,-0.046,0.058,0,0.039
,-0.047,0.058,0,0.04
,-0.048,0.058,0,0.04
,-0.048,0.058,-0.001,0.04
,-0.049,0.058,-0.001,0.04
,-0.05,0.058,-0.001,0.041
,-0.051,0.058,-0.002,0.041
,-0.052,0.058,-0.002,0.041
,-0.053,0.058,-0.003,0.041
,-0.054,0.057,-0.003,0.041
,-0.055,0.057,-0.004,0.041
,-0.057,0.057,-0.004,0.041
,-0.058,0.056,-0.005,0.041
,-0.059,0.056,-0.006,0.041
,-0.06,0.055,-0.007,0.041
,-0.062,0.055,-0.008,0.041
,-0.063,0.054,-0.009,0.041
,-0.064,0.053,-0.01,0.041
,-0.066,0.052,-0.011,0.041
,-0.067,0.051,-0.012,0.04
,-0.068,0.05,-0.014,0.04
,-0.07,0.049,-0.015,0.04
,-0.071,0.048,-0.017,0.04
,-0.072,0.047,-0.018,0.04
,-0.074,0.045,-0.02,0.04
,-0.075,0.044,-0.021,0.04
,-0.076,0.042,-0.023,0.04
,-0.077,0.041,-0.024,0.04
,-0.078,0.039,-0.025,0.039
,-0.079,0.038,-0.027,0.039
,-0.08,0.037,-0.028,0.039
,-0.081,0.035,-0.029,0.039
,-0.082,0.034,-0.031,0.039
,-0.083,0.033,-0.032,0.038
,-0.084,0.032,-0.033,0.038
,-0.085,0.031,-0.034,0.038
,-0.086,0.03,-0.034,0.037
,-0.087,0.029,-0.035,0.037
,-0.088,0.028,-0.035,0.036
,-0.089,0.027,-0.036,0.036
,-0.089,0.026,-0.036,0.036
,-0.09,0.026,-0.036,0.035
,-0.091,0.025,-0.036,0.035
,-0.092,0.025,-0.036,0.034
,-0.093,0.024,-0.036,0.034
,-0.094,0.024,-0.036,0.033
,-0.095,0.024,-0.036,0.033
,-0.096,0.024,-0.035,0.033
,-0.097,0.023,-0.035,0.032
,-0.098,0.023,-0.034,0.032
,-0.099,0.023,-0.034,0.032
,-0.1,0.023,-0.033,0.032
,-0.102,0.023,-0.032,0.032
,-0.103,0.023,-0.032,0.032
,-0.105,0.023,-0.031,0.032
,-0.106,0.023,-0.03,0.032
,-0.108,0.023,-0.029,0.032
,-0.11,0.023,-0.029,0.032
,-0.112,0.023,-0.028,0.033
,-0.114,0.022,-0.027,0.033
,-0.116,0.022,-0.027,0.033
,-0.118,0.022,-0.026,0.033
,-0.12,0.022,-0.025,0.034
,-0.122,0.022,-0.025,0.034
,-0.125,0.021,-0.024,0.034
,-0.127,0.021,-0.024,0.034
,-0.129,0.021,-0.024,0.035
,-0.131,0.02,-0.023,0.035
,-0.134,0.02,-0.023,0.035
,-0.136,0.02,-0.023,0.035
,-0.138,0.019,-0.023,0.035
,-0.14,0.019,-0.023,0.035
,-0.142,0.018,-0.023,0.035
,-0.144,0.018,-0.024,0.035
,-0.146,0.017,-0.024,0.035
,-0.148,0.017,-0.024,0.034
,-0.15,0.016,-0.025,0.034
,-0.151,0.015,-0.026,0.034
,-0.153,0.015,-0.027,0.033
,-0.154,0.014,-0.027,0.033
,-0.155,0.013,-0.028,0.033
,-0.157,0.013,-0.03,0.032
,-0.158,0.012,-0.031,0.032
,-0.159,0.011,-0.032,0.032
,-0.159,0.01,-0.033,0.031
,-0.16,0.01,-0.034,0.031
,-0.161,0.009,-0.036,0.03
,-0.162,0.008,-0.037,0.03
,-0.162,0.007,-0.038,0.03
,-0.163,0.006,-0.04,0.03
,-0.164,0.005,-0.041,0.029
,-0.164,0.005,-0.042,0.029
,-0.165,0.004,-0.043,0.029
,-0.165,0.003,-0.044,0.029
,-0.166,0.002,-0.045,0.029
,-0.166,0.001,-0.046,0.029
,-0.167,0.001,-0.047,0.028
,-0.167,0,-0.047,0.028
,-0.168,-0.001,-0.048,0.028
,-0.168,-0.001,-0.048,0.028
,-0.168,-0.002,-0.048,0.028
,-0.169,-0.003,-0.048,0.028
,-0.169,-0.003,-0.048,0.028
,-0.169,-0.004,-0.048,0.029
,-0.169,-0.004,-0.048,0.029
,-0.169,-0.005,-0.047,0.029
,-0.17,-0.005,-0.046,0.029
,-0.17,-0.006,-0.046,0.029
,-0.17,-0.006,-0.045,0.03
,-0.17,-0.006,-0.044,0.03
,-0.171,-0.007,-0.043,0.03
,-0.171,-0.007,-0.042,0.03
,-0.171,-0.008,-0.04,0.031
,-0.172,-0.008,-0.039,0.031
,-0.173,-0.009,-0.038,0.032
,-0.173,-0.009,-0.036,0.032
,-0.174,-0.01,-0.035,0.033
,-0.176,-0.011,-0.033,0.033
,-0.177,-0.011,-0.032,0.034
,-0.178,-0.012,-0.031,0.034
,-0.18,-0.012,-0.029,0.035
,-0.181,-0.013,-0.028,0.035
,-0.183,-0.013,-0.027,0.035
,-0.185,-0.014,-0.026,0.036
,-0.187,-0.014,-0.025,0.036
,-0.189,-0.015,-0.024,0.036
,-0.192,-0.015,-0.024,0.037
,-0.194,-0.015,-0.024,0.037
,-0.196,-0.015,-0.023,0.037
,-0.198,-0.015,-0.024,0.038
,-0.2,-0.015,-0.024,0.038
,-0.202,-0.015,-0.024,0.038
,-0.204,-0.015,-0.025,0.038
,-0.206,-0.015,-0.026,0.039
,-0.207,-0.014,-0.027,0.039
,-0.208,-0.014,-0.028,0.039
,-0.209,-0.013,-0.03,0.039
,-0.21,-0.012,-0.031,0.04
,-0.211,-0.012,-0.032,0.04
,-0.212,-0.011,-0.034,0.04
,-0.212,-0.01,-0.035,0.041
,-0.212,-0.009,-0.037,0.041
,-0.212,-0.009,-0.038,0.041
,-0.211,-0.008,-0.039,0.042
,-0.211,-0.007,-0.04,0.042
,-0.211,-0.007,-0.041,0.043
,-0.21,-0.006,-0.042,0.043
,-0.209,-0.005,-0.043,0.043
,-0.208,-0.005,-0.043,0.043
,-0.208,-0.005,-0.044,0.044
,-0.207,-0.004,-0.044,0.044
,-0.206,-0.004,-0.044,0.044
,-0.205,-0.004,-0.044,0.044
,-0.204,-0.004,-0.043,0.045
,-0.204,-0.004,-0.043,0.045
,-0.203,-0.005,-0.042,0.045
,-0.203,-0.005,-0.042,0.045
,-0.202,-0.006,-0.041,0.045
,-0.202,-0.006,-0.04,0.044
,-0.202,-0.007,-0.039,0.044
,-0.202,-0.007,-0.039,0.044
,-0.202,-0.008,-0.038,0.044
,-0.202,-0.008,-0.037,0.044
,-0.202,-0.009,-0.036,0.044
,-0.203,-0.01,-0.035,0.043
,-0.203,-0.01,-0.035,0.043
,-0.203,-0.01,-0.034,0.043
,-0.204,-0.011,-0.033,0.043
,-0.204,-0.011,-0.033,0.043
,-0.205,-0.011,-0.032,0.042
,-0.205,-0.011,-0.032,0.042
,-0.206,-0.01,-0.031,0.042
spare2 trace:,NaN,NaN,NaN,NaN
,0.216,0.142,0.159,0.241
,0.216,0.138,0.159,0.241
,0.215,0.132,0.158,0.242
,0.214,0.127,0.157,0.242
,0.213,0.12,0.156,0.243
,0.211,0.113,0.154,0.243
,0.209,0.105,0.152,0.243
,0.206,0.096,0.149,0.243
,0.203,0.087,0.146,0.243
,0.199,0.077,0.142,0.242
,0.194,0.067,0.137,0.24
,0.188,0.057,0.132,0.238
,0.182,0.046,0.126,0.235
,0.175,0.036,0.119,0.232
,0.168,0.025,0.112,0.227
,0.159,0.014,0.104,0.222
,0.151,0.003,0.096,0.217
,0.141,-0.007,0.087,0.21
,0.132,-0.017,0.078,0.203
,0.122,-0.027,0.069,0.195
,0.112,-0.037,0.059,0.186
,0.101,-0.046,0.05,0.177
,0.091,-0.054,0.04,0.168
,0.08,-0.062,0.031,0.158
,0.07,-0.069,0.021,0.148
,0.06,-0.076,0.012,0.137
,0.05,-0.082,0.004,0.127
,0.04,-0.087,-0.005,0.116
,0.031,-0.092,-0.013,0.106
,0.023,-0.096,-0.02,0.095
,0.014,-0.099,-0.027,0.085
,0.007,-0.102,-0.034,0.075
,-0.001,-0.105,-0.039,0.066
,-0.007,-0.107,-0.045,0.057
,-0.013,-0.108,-0.05,0.048
,-0.019,-0.11,-0.054,0.04
,-0.024,-0.11,-0.058,0.033
,-0.028,-0.111,-0.062,0.026
,-0.032,-0.112,-0.065,0.02
,-0.035,-0.112,-0.068,0.014
,-0.038,-0.112,-0.071,0.009
,-0.041,-0.112,-0.073,0.005
,-0.043,-0.112,-0.075,0.001
,-0.045,-0.112,-0.077,-0.003
,-0.047,-0.112,-0.078,-0.005
,-0.048,-0.112,-0.08,-0.008
,-0.049,-0.112,-0.081,-0.01
,-0.05,-0.112,-0.083,-0.011
,-0.051,-0.112,-0.084,-0.012
,-0.052,-0.113,-0.085,-0.013
,-0.053,-0.113,-0.086,-0.014
,-0.053,-0.114,-0.087,-0.015
,-0.054,-0.115,-0.088,-0.015
,-0.054,-0.116,-0.089,-0.016
,-0.055,-0.117,-0.09,-0.016
,-0.055,-0.118,-0.091,-0.016
,-0.056,-0.119,-0.092,-0.017
,-0.056,-0.12,-0.093,-0.017
,-0.057,-0.122,-0.094,-0.018
,-0.057,-0.123,-0.095,-0.018
,-0.058,-0.125,-0.095,-0.019
,-0.059,-0.126,-0.096,-0.02
,-0.06,-0.128,-0.097,-0.021
,-0.06,-0.129,-0.097,-0.022
,-0.061,-0.131,-0.098,-0.023
,-0.062,-0.132,-0.098,-0.024
,-0.063,-0.134,-0.098,-0.026
,-0.064,-0.135,-0.098,-0.027
,-0.065,-0.136,-0.099,-0.029
,-0.066,-0.137,-0.099,-0.031
,-0.067,-0.138,-0.099,-0.032
,-0.068,-0.139,-0.099,-0.034
,-0.07,-0.139,-0.099,-0.036
,-0.071,-0.14,-0.099,-0.038
,-0.072,-0.14,-0.099,-0.039
,-0.073,-0.14,-0.099,-0.041
,-0.074,-0.14,-0.099,-0.042
,-0.075,-0.14,-0.099,-0.044
,-0.077,-0.14,-0.099,-0.045
,-0.078,-0.14,-0.099,-0.046
,-0.079,-0.139,-0.099,-0.047
,-0.08,-0.139,-0.099,-0.048
,-0.08,-0.138,-0.099,-0.049
,-0.081,-0.137,-0.099,-0.05
,-0.082,-0.136,-0.099,-0.051
,-0.083,-0.135,-0.1,-0.051
,-0.083,-0.135,-0.1,-0.051
,-0.084,-0.134,-0.1,-0.051
,-0.084,-0.133,-0.1,-0.051
,-0.084,-0.132,-0.1,-0.051
,-0.084,-0.131,-0.101,-0.051
,-0.084,-0.13,-0.101,-0.051
,-0.084,-0.129,-0.101,-0.05
,-0.083,-0.129,-0.101,-0.05
,-0.083,-0.128,-0.101,-0.049
,-0.082,-0.128,-0.1,-0.048
,-0.082,-0.127,-0.1,-0.047
,-0.081,-0.127,-0.1,-0.047
,-0.08,-0.127,-0.099,-0.046
,-0.079,-0.127,-0.099,-0.045
,-0.078,-0.127,-0.098,-0.044
,-0.077,-0.127,-0.098,-0.043
,-0.076,-0.128,-0.097,-0.042
,-0.075,-0.128,-0.096,-0.041
,-0.074,-0.129,-0.095,-0.039
,-0.073,-0.129,-0.095,-0.038
,-0.072,-0.13,-0.094,-0.038
,-0.07,-0.13,-0.093,-0.037
,-0.069,-0.131,-0.092,-0.036
,-0.068,-0.132,-0.092,-0.035
,-0.068,-0.132,-0.091,-0.034
,-0.067,-0.133,-0.09,-0.033
,-0.066,-0.134,-0.09,-0.033
,-0.066,-0.134,-0.09,-0.032
,-0.065,-0.135,-0.089,-0.032
,-0.065,-0.135,-0.089,-0.032
,-0.064,-0.135,-0.089,-0.031
,-0.064,-0.135,-0.089,-0.031
,-0.064,-0.136,-0.089,-0.031
,-0.064,-0.135,-0.089,-0.032
,-0.064,-0.135,-0.089,-0.032
,-0.065,-0.135,-0.09,-0.032
,-0.065,-0.134,-0.09,-0.033
,-0.065,-0.134,-0.09,-0.034
,-0.066,-0.133,-0.09,-0.034
,-0.066,-0.132,-0.091,-0.035
,-0.067,-0.131,-0.091,-0.036
,-0.067,-0.13,-0.091,-0.037
,-0.067,-0.129,-0.091,-0.038
,-0.068,-0.128,-0.091,-0.039
,-0.068,-0.126,-0.091,-0.04
,-0.068,-0.125,-0.091,-0.041
,-0.068,-0.124,-0.09,-0.041
,-0.068,-0.122,-0.09,-0.042
,-0.068,-0.121,-0.089,-0.043
,-0.068,-0.119,-0.089,-0.043
,-0.067,-0.118,-0.088,-0.044
,-0.067,-0.117,-0.087,-0.044
,-0.066,-0.116,-0.086,-0.044
,-0.066,-0.114,-0.085,-0.045
,-0.065,-0.113,-0.083,-0.045
,-0.064,-0.113,-0.082,-0.044
,-0.064,-0.112,-0.08,-0.044
,-0.063,-0.111,-0.079,-0.044
,-0.063,-0.111,-0.077,-0.044
,-0.062,-0.11,-0.076,-0.043
,-0.062,-0.11,-0.075,-0.043
,-0.062,-0.11,-0.073,-0.042
,-0.062,-0.11,-0.072,-0.042
,-0.062,-0.11,-0.071,-0.042
,-0.062,-0.11,-0.069,-0.041
,-0.063,-0.11,-0.068,-0.041
,-0.063,-0.11,-0.068,-0.041
,-0.064,-0.11,-0.067,-0.041
,-0.065,-0.111,-0.066,-0.041
,-0.066,-0.111,-0.066,-0.041
,-0.067,-0.111,-0.066,-0.041
