Var1,Var2,Var3,Var4,Var5,Var6,Var7
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN
,0,0,0.003,0,-0.002,0.003
,0.002,0,0.003,0.002,-0.001,0.002
,0.003,-0.002,0.002,0.003,0.002,0
,0.002,-0.004,-0.001,0.002,0.005,-0.001
,0,-0.004,-0.004,0,0.007,-0.002
,-0.004,-0.003,-0.004,-0.004,0.006,-0.001
,-0.007,-0.002,-0.002,-0.007,0.004,-0.001
,-0.008,-0.002,0.001,-0.008,0.002,0
,-0.008,-0.002,0.004,-0.008,0.001,0
,-0.005,-0.003,0.005,-0.005,0.001,-0.001
,-0.002,-0.004,0.006,-0.002,0.002,-0.001
,0.002,-0.004,0.006,0.002,0.002,0
,0.004,-0.003,0.007,0.004,0.001,0
,0.005,-0.001,0.008,0.005,-0.001,-0.001
,0.003,0.001,0.007,0.003,-0.002,-0.001
,0.001,0.002,0.004,0.001,-0.002,-0.002
,-0.001,0.003,-0.001,-0.001,0,-0.002
,-0.002,0.004,-0.006,-0.002,0.001,-0.001
,-0.002,0.003,-0.009,-0.002,0.002,-0.001
,-0.001,0.003,-0.009,-0.001,0.001,-0.001
,0,0.003,-0.007,0,-0.001,-0.001
,0.001,0.003,-0.003,0.001,-0.002,-0.002
,0.001,0.004,-0.001,0.001,-0.002,-0.002
,0,0.005,-0.001,0,-0.001,-0.001
,-0.001,0.005,-0.002,-0.001,0,-0.001
,-0.001,0.005,-0.002,-0.001,0,-0.002
,0,0.003,-0.002,0,-0.001,-0.003
,0.002,0.001,-0.001,0.002,-0.004,-0.004
,0.004,0,0.001,0.004,-0.005,-0.004
,0.004,0,0.003,0.004,-0.004,-0.002
,0.004,0,0.003,0.004,-0.002,0
,0.003,0,0.003,0.003,0.001,0.002
,0.002,-0.001,0.003,0.002,0.003,0.005
,0.001,-0.002,0.003,0.001,0.004,0.006
,0.001,-0.002,0.003,0.001,0.004,0.008
,0,-0.001,0.005,0,0.003,0.01
,-0.001,0.001,0.006,-0.001,0.003,0.01
,-0.001,0.003,0.007,-0.001,0.004,0.008
,-0.001,0.003,0.006,-0.001,0.005,0.005
,-0.001,0.002,0.004,-0.001,0.005,0
,-0.001,-0.001,0,-0.001,0.003,-0.003
,-0.001,-0.004,-0.003,-0.001,0.001,-0.004
,-0.002,-0.006,-0.004,-0.002,-0.001,-0.002
,-0.002,-0.006,-0.005,-0.002,-0.002,0
,0,-0.005,-0.004,0,-0.001,0.003
,0.003,-0.004,-0.004,0.003,0.001,0.003
,0.006,-0.002,-0.004,0.006,0.001,0.002
,0.007,-0.001,-0.003,0.007,0.001,0
,0.005,0,-0.002,0.005,-0.001,-0.003
,0,0.001,0.001,0,-0.003,-0.004
,-0.004,0.001,0.002,-0.004,-0.003,-0.004
,-0.007,0,0.003,-0.007,-0.002,-0.003
,-0.008,0,0.001,-0.008,0,0
,-0.007,0.001,-0.002,-0.007,0.002,0.001
,-0.005,0.002,-0.004,-0.005,0.003,0.001
,-0.004,0.003,-0.005,-0.004,0.003,0
,-0.004,0.003,-0.004,-0.004,0.001,-0.001
,-0.004,0.002,-0.001,-0.004,-0.001,-0.002
,-0.003,0.001,0,-0.003,-0.003,-0.002
,-0.002,0,0,-0.002,-0.003,-0.001
,0,0,-0.001,0,-0.003,0
,0.002,0,-0.002,0.002,-0.002,-0.001
,0.003,0.001,-0.003,0.003,-0.001,-0.001
,0.004,0,-0.002,0.004,-0.001,-0.002
,0.004,-0.001,-0.001,0.004,-0.002,-0.002
,0.004,-0.002,0,0.004,-0.002,-0.002
,0.003,-0.001,0,0.003,-0.002,-0.001
,0.002,0,-0.001,0.002,0,-0.001
,0.001,0.001,-0.001,0.001,0.003,-0.001
,0,0.002,0,0,0.006,0
,0,0.001,0.003,0,0.008,0
,-0.001,0,0.005,-0.001,0.006,0.002
,-0.003,-0.001,0.007,-0.003,0.003,0.004
,-0.003,-0.001,0.006,-0.003,-0.001,0.005
,-0.003,-0.001,0.004,-0.003,-0.003,0.004
,0,-0.001,0.002,0,-0.004,0.002
,0.004,-0.001,0,0.004,-0.004,-0.002
,0.006,-0.003,-0.002,0.006,-0.004,-0.005
,0.007,-0.004,-0.004,0.007,-0.005,-0.007
,0.005,-0.005,-0.005,0.005,-0.006,-0.007
,0.002,-0.005,-0.005,0.002,-0.006,-0.005
,-0.001,-0.004,-0.004,-0.001,-0.005,-0.002
,-0.003,-0.002,-0.002,-0.003,-0.002,0
,-0.003,0,0.001,-0.003,0,0.002
,-0.002,0.001,0.005,-0.002,0.001,0.003
,0,0.002,0.007,0,0,0.003
,0,0.002,0.007,0,-0.004,0.003
,-0.001,0.002,0.005,-0.001,-0.006,0.003
,-0.004,0.003,0.002,-0.004,-0.007,0.002
,-0.007,0.003,-0.001,-0.007,-0.005,0.002
,-0.008,0.004,-0.003,-0.008,-0.001,0.002
,-0.007,0.003,-0.004,-0.007,0.002,0.002
,-0.005,0.002,-0.003,-0.005,0.004,0.001
,-0.002,0.001,-0.002,-0.002,0.003,-0.001
,0.001,-0.001,-0.001,0.001,0,-0.003
,0.002,-0.002,0,0.002,-0.002,-0.005
,0.003,-0.002,0,0.003,-0.001,-0.005
,0.003,-0.001,-0.001,0.003,0,-0.005
,0.002,0.001,-0.001,0.002,0.003,-0.003
,0.002,0.003,0,0.002,0.005,-0.002
,0.001,0.004,0.001,0.001,0.005,-0.001
,0,0.003,0.002,0,0.004,-0.001
,-0.002,0.002,0.004,-0.002,0.002,-0.001
,-0.004,0,0.004,-0.004,0.001,-0.001
,-0.006,-0.001,0.003,-0.006,0,-0.001
,-0.007,-0.001,0.002,-0.007,0.001,0
,-0.007,-0.001,0,-0.007,0.002,0
,-0.005,-0.001,-0.003,-0.005,0.004,0
,-0.002,-0.001,-0.004,-0.002,0.006,0
,0.002,0,-0.004,0.002,0.006,0
,0.006,0,-0.003,0.006,0.004,0
,0.009,0.001,-0.001,0.009,0.001,0
,0.01,0.002,0,0.01,-0.003,-0.002
,0.009,0.001,0,0.009,-0.005,-0.003
,0.007,-0.001,0,0.007,-0.005,-0.004
,0.003,-0.002,-0.001,0.003,-0.003,-0.004
,0.001,-0.003,0,0.001,0,-0.002
,-0.001,-0.002,0.001,-0.001,0.003,0.001
,-0.001,0,0.002,-0.001,0.004,0.004
,0,0.002,0.003,0,0.002,0.006
,0.001,0.003,0.002,0.001,0.001,0.006
,0.001,0.003,0,0.001,0,0.005
,0.001,0.001,-0.002,0.001,-0.001,0.003
,-0.001,0,-0.003,-0.001,-0.001,0.001
,-0.004,-0.001,-0.002,-0.004,-0.001,0
,-0.006,-0.003,0,-0.006,-0.003,0
,-0.006,-0.004,0.003,-0.006,-0.003,0.001
,-0.003,-0.005,0.004,-0.003,-0.002,0.002
,0.001,-0.006,0.003,0.001,0.001,0.003
,0.005,-0.005,0.001,0.005,0.005,0.003
,0.007,-0.003,-0.001,0.007,0.006,0.003
,0.007,0,-0.002,0.007,0.005,0.002
,0.005,0.001,-0.001,0.005,0.002,0.001
,0.003,0.002,0.001,0.003,-0.001,0
,0.001,0.001,0.003,0.001,-0.002,0
,-0.001,0.001,0.003,-0.001,-0.001,0
,-0.002,0.002,0.001,-0.002,0.001,0.001
,-0.004,0.004,0,-0.004,0.002,0
,-0.006,0.006,-0.002,-0.006,0.001,-0.001
,-0.007,0.007,-0.002,-0.007,0,-0.002
,-0.007,0.006,-0.002,-0.007,0,-0.003
,-0.005,0.003,-0.002,-0.005,0.003,-0.003
,-0.002,0,-0.003,-0.002,0.007,-0.003
,0.001,-0.002,-0.004,0.001,0.008,-0.004
,0.002,-0.002,-0.003,0.002,0.007,-0.005
,0.002,-0.001,-0.001,0.002,0.004,-0.006
,0.002,0,0.002,0.002,-0.001,-0.007
,0.001,0,0.004,0.001,-0.004,-0.005
,0.001,0.001,0.005,0.001,-0.006,-0.003
,0.002,0.001,0.004,0.002,-0.006,0.001
,0.003,0.002,0.001,0.003,-0.007,0.004
,0.005,0.003,-0.002,0.005,-0.007,0.005
,0.005,0.003,-0.004,0.005,-0.006,0.004
,0.004,0.003,-0.005,0.004,-0.004,0.002
,0.003,0.003,-0.004,0.003,-0.001,0.001
,0.002,0.002,-0.003,0.002,0.002,0
,0.003,0.002,-0.001,0.003,0.003,0.002
,0.003,0.001,0,0.003,0.002,0.004
,0.004,-0.001,0,0.004,0,0.006
,0.003,-0.003,-0.001,0.003,-0.002,0.005
,0,-0.006,-0.002,0,-0.003,0.003
,-0.003,-0.007,-0.003,-0.003,-0.003,-0.001
,-0.006,-0.006,-0.003,-0.006,-0.002,-0.003
,-0.008,-0.004,-0.001,-0.008,-0.002,-0.005
,-0.007,-0.001,0.002,-0.007,-0.002,-0.005
,-0.006,0.001,0.003,-0.006,-0.003,-0.003
,-0.005,0.001,0.002,-0.005,-0.002,-0.002
,-0.005,0,0,-0.005,-0.001,0
,-0.006,-0.002,-0.002,-0.006,0.001,0.002
,-0.006,-0.004,-0.002,-0.006,0.001,0.004
,-0.005,-0.005,0,-0.005,0.002,0.006
,-0.003,-0.005,0.003,-0.003,0.002,0.007
,-0.001,-0.002,0.004,-0.001,0.003,0.007
,0.002,0.002,0.003,0.002,0.004,0.005
,0.003,0.006,0.001,0.003,0.005,0.004
,0.004,0.009,-0.001,0.004,0.005,0.002
,0.004,0.009,-0.001,0.004,0.003,0.002
,0.004,0.007,0.002,0.004,0.001,0.002
,0.005,0.002,0.005,0.005,-0.001,0.002
,0.005,-0.003,0.007,0.005,-0.003,0
,0.006,-0.006,0.006,0.006,-0.003,-0.002
,0.006,-0.007,0.002,0.006,-0.003,-0.004
,0.005,-0.006,-0.001,0.005,-0.003,-0.005
,0.003,-0.003,-0.003,0.003,-0.003,-0.004
,0,-0.002,-0.002,0,-0.003,-0.003
,-0.002,-0.001,0,-0.002,-0.001,-0.002
,-0.002,-0.002,0.001,-0.002,0.002,-0.002
,0,-0.002,0.001,0,0.004,-0.003
,0.001,-0.001,0,0.001,0.006,-0.003
,0.001,0.002,-0.002,0.001,0.006,-0.002
,0,0.003,-0.003,0,0.003,0
,-0.002,0.004,-0.002,-0.002,0,0.002
,-0.002,0.005,0,-0.002,-0.003,0.003
,-0.002,0.005,0.001,-0.002,-0.005,0.002
,0,0.005,0.001,0,-0.004,0.001
,0.001,0.004,0.001,0.001,-0.003,0
,0.002,0.003,-0.001,0.002,-0.001,-0.002
,0.001,0,-0.003,0.001,0,-0.003
,0,-0.002,-0.003,0,0.001,-0.003
,-0.002,-0.004,-0.003,-0.002,0,-0.003
,-0.003,-0.004,-0.002,-0.003,-0.001,-0.002
,-0.004,-0.003,0,-0.004,-0.002,-0.001
,-0.004,-0.001,0.002,-0.004,-0.003,0.001
,-0.004,0,0.004,-0.004,-0.003,0.003
,-0.002,0,0.005,-0.002,-0.002,0.004
,-0.001,0.001,0.006,-0.001,0.001,0.004
,0,0.001,0.005,0,0.004,0.002
,-0.001,0.002,0.003,-0.001,0.005,0
,-0.003,0.003,0,-0.003,0.004,-0.002
,-0.004,0.002,-0.003,-0.004,0.001,-0.004
,-0.005,0.001,-0.006,-0.005,-0.002,-0.005
,-0.004,-0.001,-0.006,-0.004,-0.002,-0.004
,-0.001,-0.001,-0.005,-0.001,-0.001,-0.003
,0.002,0,-0.004,0.002,0.001,-0.001
,0.004,0.001,-0.003,0.004,0.001,0
,0.006,0.001,-0.003,0.006,0,-0.001
,0.006,-0.001,-0.003,0.006,-0.003,-0.002
,0.006,-0.003,-0.002,0.006,-0.006,-0.003
,0.005,-0.004,0,0.005,-0.007,-0.003
,0.006,-0.002,0.002,0.006,-0.005,-0.002
,0.006,0,0.004,0.006,-0.003,0
,0.005,0.001,0.004,0.005,0,0.002
,0.003,0.001,0.002,0.003,0,0.003
,-0.001,-0.001,0,-0.001,0,0.003
,-0.004,-0.003,-0.002,-0.004,0,0.002
,-0.006,-0.004,-0.003,-0.006,0.001,0.002
,-0.005,-0.003,-0.002,-0.005,0.004,0.002
,-0.002,0,-0.002,-0.002,0.006,0.002
,0.002,0.002,-0.001,0.002,0.007,0.002
,0.005,0.003,0,0.005,0.006,0.001
,0.005,0.003,0.001,0.005,0.004,0
,0.003,0.003,0.001,0.003,0.002,-0.002
,0,0.002,0.001,0,0.001,-0.003
,-0.001,0.001,0,-0.001,0.001,-0.003
,0,-0.001,-0.001,0,0.001,-0.002
,0.002,-0.003,-0.002,0.002,0,0.001
,0.004,-0.005,-0.003,0.004,-0.001,0.004
,0.003,-0.005,-0.003,0.003,-0.003,0.005
,0.001,-0.003,-0.001,0.001,-0.003,0.004
,-0.001,0,0.001,-0.001,-0.002,0
,-0.002,0.004,0.004,-0.002,-0.001,-0.003
,-0.001,0.006,0.006,-0.001,0.001,-0.006
,0.002,0.005,0.006,0.002,0.001,-0.007
,0.003,0.003,0.005,0.003,0.001,-0.005
,0.002,0.001,0.002,0.002,0,-0.003
,0,0,-0.001,0,-0.001,-0.001
,-0.002,0.001,-0.003,-0.002,-0.001,0.001
,-0.003,0.003,-0.003,-0.003,-0.001,0.001
,-0.003,0.003,-0.001,-0.003,-0.001,0
,-0.003,0.002,0,-0.003,-0.002,-0.002
,-0.003,-0.001,0,-0.003,-0.002,-0.002
,-0.004,-0.003,-0.001,-0.004,-0.002,-0.001
,-0.004,-0.004,-0.002,-0.004,-0.001,0
,-0.005,-0.004,-0.001,-0.005,-0.001,0.002
,-0.005,-0.004,0,-0.005,-0.001,0.002
,-0.005,-0.002,0.002,-0.005,0,0.002
,-0.005,-0.001,0.005,-0.005,0,0.001
,-0.006,0.001,0.007,-0.006,0.002,0.001
,-0.006,0.003,0.008,-0.006,0.003,0.002
,-0.004,0.005,0.006,-0.004,0.004,0.003
,-0.002,0.006,0.004,-0.002,0.004,0.003
,0,0.005,0.001,0,0.003,0.001
,0.002,0.003,-0.001,0.002,0.002,-0.001
,0.003,0.001,-0.002,0.003,0.001,-0.003
,0.003,-0.001,-0.002,0.003,0,-0.003
,0.003,-0.004,-0.001,0.003,0.001,-0.002
,0.003,-0.006,-0.001,0.003,0.002,0.001
,0.004,-0.008,-0.002,0.004,0.003,0.003
,0.005,-0.008,-0.003,0.005,0.003,0.004
,0.005,-0.005,-0.004,0.005,0.002,0.003
,0.004,-0.002,-0.003,0.004,0,0.002
,0.001,0.002,-0.002,0.001,-0.001,0.001
,0,0.004,0,0,-0.002,0
,-0.001,0.003,0.002,-0.001,-0.003,0.001
,-0.001,0.002,0.003,-0.001,-0.003,0.001
,-0.001,0.001,0.004,-0.001,-0.003,0.001
,-0.001,0.002,0.004,-0.001,-0.001,0.002
,-0.002,0.004,0.004,-0.002,0.001,0.003
,-0.003,0.005,0.003,-0.003,0.003,0.003
,-0.003,0.004,0.002,-0.003,0.004,0.003
,-0.002,0,0.001,-0.002,0.005,0.002
,0,-0.004,0,0,0.004,0.001
,0.002,-0.006,-0.001,0.002,0.004,0
,0.003,-0.006,-0.002,0.003,0.003,0.001
,0.003,-0.004,-0.004,0.003,0.002,0.003
,0.004,-0.001,-0.005,0.004,0,0.004
,0.003,0,-0.006,0.003,-0.003,0.004
,0.003,-0.001,-0.007,0.003,-0.005,0.002
,0.001,-0.003,-0.006,0.001,-0.005,0
,-0.001,-0.005,-0.005,-0.001,-0.002,-0.001
,-0.004,-0.005,-0.002,-0.004,0.001,-0.001
,-0.006,-0.003,0,-0.006,0.004,0
,-0.007,0,0.003,-0.007,0.004,0.001
,-0.006,0.003,0.004,-0.006,0.001,0
,-0.004,0.004,0.004,-0.004,-0.002,-0.002
,-0.001,0.005,0.004,-0.001,-0.003,-0.004
,0.001,0.005,0.003,0.001,-0.003,-0.005
,0.002,0.004,0.003,0.002,0,-0.006
,0.002,0.001,0.002,0.002,0.003,-0.006
,0.001,-0.002,0.001,0.001,0.004,-0.006
,-0.001,-0.004,-0.001,-0.001,0.003,-0.006
,-0.001,-0.005,-0.003,-0.001,0.002,-0.005
,0,-0.003,-0.005,0,0.001,-0.004
,0.003,-0.001,-0.005,0.003,0.002,-0.002
,0.005,0.001,-0.004,0.005,0.003,0
,0.007,0.002,-0.002,0.007,0.003,0.001
,0.006,0,0.001,0.006,0.001,0
,0.003,-0.002,0.003,0.003,-0.003,0
,-0.001,-0.004,0.004,-0.001,-0.006,0
,-0.004,-0.005,0.004,-0.004,-0.008,0.001
,-0.006,-0.003,0.004,-0.006,-0.007,0.003
,-0.005,0,0.003,-0.005,-0.004,0.005
,-0.003,0.003,0.002,-0.003,-0.001,0.006
,0,0.004,0.001,0,0.002,0.005
,0.001,0.004,0.001,0.001,0.003,0.004
,-0.001,0.001,0.001,-0.001,0.004,0.002
,-0.004,-0.002,0.001,-0.004,0.004,0.001
,-0.006,-0.004,0.001,-0.006,0.003,0
,-0.006,-0.004,0,-0.006,0.001,-0.001
,-0.004,-0.001,-0.001,-0.004,0,-0.002
,0,0.003,-0.001,0,-0.002,-0.003
,0.003,0.006,-0.002,0.003,-0.002,-0.005
,0.005,0.007,-0.001,0.005,-0.001,-0.005
,0.005,0.007,0,0.005,0,-0.004
,0.005,0.006,0.001,0.005,0,-0.002
,0.004,0.005,0.001,0.004,-0.001,0
,0.004,0.005,0.001,0.004,-0.002,0.002
,0.003,0.004,0.001,0.003,-0.002,0.004
,0.002,0.002,0.001,0.002,-0.001,0.006
,0.001,0,0.002,0.001,0.002,0.006
,0,-0.003,0.003,0,0.004,0.005
,-0.002,-0.004,0.003,-0.002,0.005,0.003
,-0.004,-0.005,0.001,-0.004,0.003,0
,-0.004,-0.004,-0.004,-0.004,0,-0.003
,-0.003,-0.004,-0.009,-0.003,-0.003,-0.006
,-0.002,-0.003,-0.012,-0.002,-0.004,-0.006
,-0.001,-0.004,-0.012,-0.001,-0.003,-0.006
,0,-0.006,-0.009,0,-0.002,-0.005
,0.001,-0.008,-0.005,0.001,-0.003,-0.004
,0,-0.009,-0.002,0,-0.005,-0.004
,-0.001,-0.008,0,-0.001,-0.008,-0.004
,-0.001,-0.006,-0.001,-0.001,-0.01,-0.003
,-0.002,-0.004,-0.002,-0.002,-0.009,-0.001
,-0.002,-0.002,-0.003,-0.002,-0.005,0.001
,-0.003,-0.001,-0.002,-0.003,-0.001,0.001
,-0.004,0,0,-0.004,0.001,0
,-0.006,0.001,0.001,-0.006,0.002,-0.003
,-0.006,0.002,0.001,-0.006,0.001,-0.006
,-0.006,0.001,0,-0.006,0.001,-0.008
,-0.003,0,-0.001,-0.003,0.001,-0.007
,-0.001,-0.003,-0.003,-0.001,0.003,-0.004
,0.001,-0.007,-0.003,0.001,0.004,-0.001
,0.001,-0.008,-0.003,0.001,0.003,0
,0,-0.008,-0.002,0,0.001,-0.001
,-0.002,-0.004,-0.001,-0.002,-0.002,-0.004
,-0.003,0,0,-0.003,-0.004,-0.007
,-0.003,0.004,0.001,-0.003,-0.005,-0.008
,-0.002,0.006,0.001,-0.002,-0.005,-0.006
,0,0.006,0.001,0,-0.004,-0.002
,0.003,0.005,0.001,0.003,-0.003,0.002
,0.003,0.005,0.001,0.003,-0.001,0.005
,0.002,0.006,0.001,0.002,0.002,0.007
,0,0.008,0.001,0,0.005,0.008
,-0.001,0.01,0.003,-0.001,0.007,0.008
,-0.002,0.01,0.004,-0.002,0.008,0.008
,-0.002,0.007,0.006,-0.002,0.008,0.007
,-0.002,0.003,0.006,-0.002,0.007,0.006
,-0.002,-0.001,0.004,-0.002,0.005,0.005
,-0.002,-0.003,0.001,-0.002,0.003,0.005
,-0.002,-0.001,-0.002,-0.002,0,0.005
,-0.001,0.002,-0.004,-0.001,-0.003,0.005
,0,0.006,-0.005,0,-0.005,0.004
,0.002,0.007,-0.004,0.002,-0.005,0.003
,0.004,0.005,-0.004,0.004,-0.002,0.001
,0.004,0.001,-0.004,0.004,0.001,0.001
,0.003,-0.003,-0.004,0.003,0.004,0.001
,0.001,-0.006,-0.003,0.001,0.005,0.002
,-0.002,-0.005,-0.002,-0.002,0.003,0.003
,-0.003,-0.003,0,-0.003,0,0.003
,-0.003,0,0.002,-0.003,-0.003,0.003
,-0.001,0.003,0.003,-0.001,-0.004,0.003
,0.001,0.004,0.002,0.001,-0.003,0.003
,0.004,0.005,0.001,0.004,-0.003,0.002
,0.006,0.006,0.001,0.006,-0.002,0.001
,0.009,0.009,0.001,0.009,-0.002,0
,0.013,0.012,0.002,0.013,-0.002,-0.002
,0.016,0.014,0.004,0.016,0,-0.003
,0.017,0.015,0.005,0.017,0.004,-0.003
,0.016,0.013,0.006,0.016,0.008,-0.003
,0.014,0.01,0.008,0.014,0.01,-0.002
,0.011,0.007,0.01,0.011,0.011,-0.001
,0.009,0.005,0.012,0.009,0.01,0
,0.007,0.003,0.014,0.007,0.009,0.002
,0.005,0.001,0.014,0.005,0.007,0.004
,0.001,-0.001,0.013,0.001,0.005,0.005
,-0.004,-0.002,0.01,-0.004,0.005,0.006
,-0.007,-0.002,0.006,-0.007,0.006,0.006
,-0.008,0,0.003,-0.008,0.008,0.004
,-0.007,0.003,0.001,-0.007,0.011,0.003
,-0.006,0.004,-0.001,-0.006,0.014,0.003
,-0.006,0.004,-0.001,-0.006,0.014,0.003
,-0.007,0.003,-0.001,-0.007,0.012,0.003
,-0.009,0,0,-0.009,0.01,0.003
,-0.008,-0.002,0,-0.008,0.008,0.002
,-0.005,-0.004,-0.001,-0.005,0.009,0
,-0.002,-0.006,-0.002,-0.002,0.011,-0.001
,0.002,-0.007,-0.002,0.002,0.014,-0.002
,0.003,-0.008,-0.003,0.003,0.014,-0.002
,0.002,-0.009,-0.003,0.002,0.012,-0.002
,0,-0.008,-0.003,0,0.008,-0.001
,-0.001,-0.007,-0.004,-0.001,0.004,-0.001
,-0.001,-0.006,-0.005,-0.001,0.001,0
,0,-0.005,-0.005,0,-0.002,0
,0,-0.004,-0.005,0,-0.006,0
,0,-0.003,-0.003,0,-0.01,0
,0,-0.002,-0.001,0,-0.014,0
,0.001,-0.003,-0.001,0.001,-0.018,-0.001
,0.003,-0.004,-0.003,0.003,-0.021,-0.003
,0.007,-0.007,-0.005,0.007,-0.021,-0.005
,0.011,-0.009,-0.007,0.011,-0.019,-0.008
,0.012,-0.01,-0.007,0.012,-0.018,-0.011
,0.01,-0.01,-0.004,0.01,-0.016,-0.012
,0.006,-0.009,-0.001,0.006,-0.015,-0.012
,0.001,-0.007,0.002,0.001,-0.014,-0.01
,-0.003,-0.005,0.002,-0.003,-0.012,-0.008
,-0.006,-0.004,0.001,-0.006,-0.01,-0.005
,-0.006,-0.002,0.001,-0.006,-0.008,-0.004
,-0.007,0,0.001,-0.007,-0.007,-0.005
,-0.008,0.003,0.002,-0.008,-0.005,-0.007
,-0.01,0.006,0.003,-0.01,-0.002,-0.009
,-0.012,0.008,0.004,-0.012,0.002,-0.009
,-0.012,0.01,0.004,-0.012,0.007,-0.007
,-0.01,0.009,0.005,-0.01,0.012,-0.004
,-0.005,0.007,0.007,-0.005,0.018,-0.001
,0,0.004,0.008,0,0.023,0.001
,0.003,0.002,0.009,0.003,0.026,0.004
,0.004,0.002,0.007,0.004,0.027,0.006
,0.003,0.005,0.003,0.003,0.025,0.008
,0.001,0.008,-0.003,0.001,0.022,0.007
,0,0.01,-0.008,0,0.018,0.005
,0,0.01,-0.014,0,0.016,0
,0.001,0.008,-0.017,0.001,0.015,-0.003
,0.002,0.007,-0.02,0.002,0.016,-0.003
,0.002,0.007,-0.02,0.002,0.017,0.001
,0.002,0.009,-0.017,0.002,0.017,0.008
,0.001,0.011,-0.011,0.001,0.015,0.014
,0.002,0.012,0,0.002,0.012,0.016
,0.006,0.012,0.016,0.006,0.01,0.015
,0.011,0.012,0.036,0.011,0.01,0.013
,0.017,0.013,0.055,0.017,0.011,0.011
,0.022,0.014,0.071,0.022,0.012,0.011
,0.025,0.016,0.079,0.025,0.012,0.011
,0.028,0.017,0.081,0.028,0.01,0.011
,0.031,0.017,0.079,0.031,0.007,0.008
,0.033,0.015,0.073,0.033,0.005,0.002
,0.034,0.013,0.065,0.034,0.003,-0.003
,0.031,0.01,0.052,0.031,0.004,-0.007
,0.024,0.005,0.033,0.024,0.006,-0.01
,0.014,-0.002,0.007,0.014,0.008,-0.011
,0.005,-0.011,-0.021,0.005,0.009,-0.012
,-0.004,-0.019,-0.046,-0.004,0.007,-0.013
,-0.01,-0.022,-0.063,-0.01,0.004,-0.014
,-0.014,-0.02,-0.072,-0.014,-0.001,-0.015
,-0.018,-0.015,-0.072,-0.018,-0.007,-0.014
,-0.023,-0.012,-0.067,-0.023,-0.012,-0.011
,-0.029,-0.017,-0.061,-0.029,-0.019,-0.009
,-0.034,-0.032,-0.057,-0.034,-0.028,-0.007
,-0.038,-0.054,-0.056,-0.038,-0.037,-0.008
,-0.04,-0.075,-0.055,-0.04,-0.044,-0.011
,-0.039,-0.087,-0.054,-0.039,-0.048,-0.015
,-0.036,-0.086,-0.052,-0.036,-0.049,-0.018
,-0.032,-0.072,-0.048,-0.032,-0.048,-0.018
,-0.029,-0.051,-0.045,-0.029,-0.048,-0.014
,-0.027,-0.03,-0.041,-0.027,-0.05,-0.004
,-0.025,-0.015,-0.038,-0.025,-0.055,0.011
,-0.022,-0.008,-0.033,-0.022,-0.06,0.03
,-0.019,-0.005,-0.027,-0.019,-0.063,0.049
,-0.014,-0.002,-0.02,-0.014,-0.065,0.065
,-0.01,0.004,-0.012,-0.01,-0.069,0.074
,-0.007,0.013,-0.006,-0.007,-0.075,0.075
,-0.005,0.022,0,-0.005,-0.085,0.07
,-0.005,0.028,0.004,-0.005,-0.094,0.06
,-0.004,0.03,0.008,-0.004,-0.096,0.049
,-0.004,0.029,0.013,-0.004,-0.089,0.039
,-0.002,0.027,0.016,-0.002,-0.072,0.03
,0,0.026,0.018,0,-0.052,0.021
,0.001,0.027,0.018,0.001,-0.035,0.011
,0.002,0.028,0.016,0.002,-0.023,0
,0.002,0.027,0.013,0.002,-0.016,-0.012
,0.003,0.025,0.012,0.003,-0.011,-0.021
,0.004,0.023,0.012,0.004,-0.006,-0.028
,0.005,0.021,0.012,0.005,0.001,-0.032
,0.007,0.02,0.011,0.007,0.009,-0.032
,0.009,0.019,0.009,0.009,0.017,-0.032
,0.01,0.017,0.006,0.01,0.023,-0.033
,0.01,0.015,0.004,0.01,0.029,-0.036
,0.009,0.012,0.005,0.009,0.034,-0.04
,0.007,0.01,0.008,0.007,0.038,-0.043
,0.005,0.009,0.013,0.005,0.042,-0.042
,0.005,0.009,0.018,0.005,0.045,-0.037
,0.006,0.01,0.019,0.006,0.048,-0.028
,0.008,0.01,0.019,0.008,0.05,-0.02
,0.01,0.009,0.017,0.01,0.052,-0.014
,0.011,0.006,0.014,0.011,0.052,-0.013
,0.01,0.001,0.012,0.01,0.051,-0.015
,0.008,-0.003,0.011,0.008,0.047,-0.017
,0.006,-0.006,0.009,0.006,0.043,-0.017
,0.006,-0.006,0.008,0.006,0.039,-0.015
,0.008,-0.004,0.008,0.008,0.036,-0.012
,0.012,-0.001,0.008,0.012,0.036,-0.01
,0.015,0,0.01,0.015,0.036,-0.008
,0.017,0,0.011,0.017,0.036,-0.007
,0.015,-0.002,0.01,0.015,0.034,-0.006
,0.011,-0.004,0.008,0.011,0.031,-0.005
,0.006,-0.005,0.005,0.006,0.027,-0.003
,0.004,-0.005,0.002,0.004,0.024,-0.002
,0.005,-0.003,0,0.005,0.021,-0.003
,0.006,-0.002,-0.001,0.006,0.02,-0.004
,0.006,-0.002,-0.001,0.006,0.02,-0.004
,0.002,-0.003,0,0.002,0.021,-0.002
,-0.003,-0.006,0.001,-0.003,0.021,0.001
,-0.007,-0.009,0.002,-0.007,0.021,0.003
,-0.008,-0.012,0.003,-0.008,0.019,0.003
,-0.005,-0.012,0.003,-0.005,0.017,0.001
,-0.001,-0.011,0.001,-0.001,0.013,-0.002
